order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sale_price,profit
2205,2023-08-13,Standard Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Furniture,Furnishings,FUR-FU-10001473,1,0.6,12.0,-8.0
2206,2023-03-31,Second Class,Home Office,United States,Bristol,Tennessee,37620,South,Office Supplies,Art,OFF-AR-10000538,3,2.8,196.0,136.0
2207,2022-11-02,Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,OFF-BI-10001098,7,0.6,18.0,-2.0
2208,2022-06-30,Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Technology,Phones,TEC-PH-10001552,4,1.6,64.0,24.0
2209,2023-11-13,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10000390,4,1.0,20.0,0.0
2210,2023-03-09,Second Class,Consumer,United States,Fairfield,Connecticut,6824,East,Technology,Phones,TEC-PH-10001079,7,33.2,27556.000000000004,26876.000000000004
2211,2022-03-23,Second Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,OFF-BI-10003460,10,2.0,80.0,40.0
2212,2022-12-26,First Class,Corporate,United States,Lincoln Park,Michigan,48146,Central,Office Supplies,Appliances,OFF-AP-10003842,6,8.5,1445.0,1285.0
2213,2023-03-23,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10003535,1,1.5,45.0,25.0
2214,2022-05-18,First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Binders,OFF-BI-10002012,1,0.0,0.0,0.0
2215,2023-05-26,First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Binders,OFF-BI-10001922,13,2.4,144.0,94.0
2216,2022-06-12,First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Appliances,OFF-AP-10000576,2,7.2,1728.0,1528.0
2217,2023-03-04,First Class,Consumer,United States,San Jose,California,95123,West,Furniture,Chairs,FUR-CH-10000553,4,2.2,242.00000000000003,152.00000000000003
2218,2023-08-25,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,OFF-AR-10003469,2,0.0,0.0,0.0
2219,2022-02-22,Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10000145,4,0.5,5.0,-5.0
2220,2022-11-29,Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Storage,OFF-ST-10001580,1,0.4,4.0,-6.0
2221,2023-09-04,Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,TEC-PH-10001817,4,34.5,39675.0,38585.0
2222,2022-10-23,Same Day,Consumer,United States,Marion,Ohio,43302,East,Technology,Phones,TEC-PH-10001578,2,24.5,12005.0,11555.0
2223,2022-12-21,Same Day,Consumer,United States,Marion,Ohio,43302,East,Office Supplies,Art,OFF-AR-10004078,8,1.2,48.0,18.0
2224,2022-11-30,Same Day,Consumer,United States,Marion,Ohio,43302,East,Furniture,Chairs,FUR-CH-10004860,1,2.8,196.0,136.0
2225,2022-05-13,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10003790,3,1.5,75.0,25.0
2226,2022-02-02,Second Class,Consumer,United States,Littleton,Colorado,80122,West,Furniture,Bookcases,FUR-BO-10002202,1,1.4,98.0,38.0
2227,2022-08-27,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Fasteners,OFF-FA-10003059,2,0.0,0.0,0.0
2228,2023-05-23,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Technology,Phones,TEC-PH-10002496,1,2.4,288.0,178.0
2229,2022-04-03,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,FUR-TA-10003238,1,9.9,3267.0,2957.0
2230,2022-01-25,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10004390,2,20.1,13467.000000000002,12927.000000000002
2231,2023-05-28,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,OFF-AP-10002765,2,2.0,100.0,60.0
2232,2022-07-25,Standard Class,Consumer,United States,La Porte,Indiana,46350,Central,Furniture,Furnishings,FUR-FU-10000293,5,15.9,8427.0,7957.0
2233,2023-07-05,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,OFF-ST-10003692,5,6.9,1587.0,1397.0
2234,2022-12-16,Second Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones,TEC-PH-10001051,4,16.0,5120.0,4840.0
2235,2023-07-11,Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Technology,Accessories,TEC-AC-10001013,7,6.3,1323.0,1123.0
2236,2023-02-20,Second Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,OFF-ST-10000025,2,5.7,1083.0,923.0
2237,2022-04-11,Second Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Art,OFF-AR-10000817,8,0.8,16.0,-4.0
2238,2022-02-14,Standard Class,Home Office,United States,Provo,Utah,84604,West,Office Supplies,Supplies,OFF-SU-10000952,5,0.8,32.0,-8.0
2239,2022-01-13,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10004597,2,1.6,64.0,34.0
2240,2022-12-22,Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10003527,1,30.6,31212.0,30392.0
2241,2022-07-12,Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10002982,7,0.8,32.0,2.0
2242,2022-02-01,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10004165,3,24.5,12005.0,11535.0
2243,2023-01-04,Standard Class,Home Office,United States,Pasadena,California,91104,West,Office Supplies,Storage,OFF-ST-10003442,2,1.2,72.0,22.0
2244,2023-06-28,Standard Class,Home Office,United States,Pasadena,California,91104,West,Office Supplies,Art,OFF-AR-10003856,2,0.3,3.0,-7.0
2245,2022-06-28,Standard Class,Home Office,United States,Pasadena,California,91104,West,Office Supplies,Fasteners,OFF-FA-10004248,2,0.2,2.0,-8.0
2246,2023-05-29,Standard Class,Home Office,United States,Pasadena,California,91104,West,Office Supplies,Appliances,OFF-AP-10001492,1,0.2,2.0,-8.0
2247,2022-10-28,Standard Class,Home Office,United States,Pasadena,California,91104,West,Technology,Phones,TEC-PH-10004165,3,13.2,8712.0,8142.0
2248,2022-07-25,Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10004285,2,0.4,4.0,-6.0
2249,2022-10-16,Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10001628,5,1.2,48.0,18.0
2250,2022-03-29,Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10000546,5,0.3,3.0,-7.0
2251,2022-11-11,Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Appliances,OFF-AP-10001391,6,16.2,8748.0,8288.0
2252,2023-09-26,Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10000477,3,1.0,20.0,0.0
2253,2023-08-19,Second Class,Home Office,United States,San Diego,California,92105,West,Office Supplies,Paper,OFF-PA-10004327,3,5.6,784.0,674.0
2254,2022-08-19,First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Appliances,OFF-AP-10000696,3,2.0,80.0,40.0
2255,2022-01-08,First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Appliances,OFF-AP-10002082,2,1.6,64.0,24.0
2256,2022-02-19,Standard Class,Corporate,United States,Bangor,Maine,4401,East,Technology,Phones,TEC-PH-10001944,3,8.8,3872.0000000000005,3462.0000000000005
2257,2023-01-02,Standard Class,Corporate,United States,Bangor,Maine,4401,East,Furniture,Furnishings,FUR-FU-10004952,2,2.2,242.00000000000003,142.00000000000003
2258,2023-05-09,First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,FUR-CH-10000015,7,48.4,58564.0,57584.0
2259,2023-01-26,First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10001776,2,1.0,20.0,0.0
2260,2022-05-07,Second Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Fasteners,OFF-FA-10002280,1,0.4,4.0,-6.0
2261,2023-08-02,Second Class,Home Office,United States,San Diego,California,92024,West,Technology,Accessories,TEC-AC-10002049,3,18.5,6845.0,6515.0
2262,2023-09-15,Same Day,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10002253,1,6.8,1156.0,1016.0
2263,2023-07-22,First Class,Consumer,United States,Arlington,Virginia,22204,South,Furniture,Bookcases,FUR-BO-10004015,3,10.8,3888.0000000000005,3568.0000000000005
2264,2023-05-16,Second Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Accessories,TEC-AC-10004145,2,25.0,12500.0,12050.0
2265,2022-11-02,Second Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,OFF-PA-10002479,1,0.4,4.0,-6.0
2266,2022-03-23,Second Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,OFF-BI-10004970,2,0.3,3.0,-7.0
2267,2022-05-14,Same Day,Home Office,United States,Monroe,North Carolina,28110,South,Office Supplies,Paper,OFF-PA-10003919,2,0.4,4.0,-6.0
2268,2023-07-25,Same Day,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,OFF-PA-10002001,2,0.3,3.0,-7.0
2269,2022-10-30,Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,OFF-PA-10002787,1,0.5,5.0,-5.0
2270,2022-11-02,Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Binders,OFF-BI-10003291,1,0.4,4.0,-6.0
2271,2022-07-07,Standard Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Art,OFF-AR-10004344,5,2.0,100.0,60.0
2272,2022-02-12,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10003123,6,8.0,1600.0,1430.0
2273,2023-01-29,Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10000308,7,8.8,3872.0000000000005,3462.0000000000005
2274,2022-09-19,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Copiers,TEC-CO-10003763,2,33.6,37632.0,36572.0
2275,2023-08-30,Second Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Tables,FUR-TA-10001866,1,2.8,392.0,282.0
2276,2023-12-22,Second Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,FUR-CH-10002774,3,2.4,288.0,178.0
2277,2022-07-14,Standard Class,Consumer,United States,Southaven,Mississippi,38671,South,Office Supplies,Storage,OFF-ST-10004337,5,15.5,4805.0,4545.0
2278,2023-02-19,Standard Class,Consumer,United States,Southaven,Mississippi,38671,South,Furniture,Tables,FUR-TA-10001039,1,3.6,324.0,244.0
2279,2023-01-23,Standard Class,Consumer,United States,Southaven,Mississippi,38671,South,Technology,Accessories,TEC-AC-10000109,4,6.6,1452.0,1272.0
2280,2023-06-16,First Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,FUR-CH-10003833,2,3.0,300.0,210.0
2281,2023-02-14,First Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,FUR-CH-10004289,8,30.5,18605.0,18055.0
2282,2023-12-13,First Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Bookcases,FUR-BO-10004467,2,10.0,2000.0,1820.0
2283,2022-04-13,First Class,Corporate,United States,Middletown,Connecticut,6457,East,Office Supplies,Paper,OFF-PA-10002713,7,1.5,75.0,35.0
2284,2023-06-01,Standard Class,Consumer,United States,New Castle,Indiana,47362,Central,Technology,Phones,TEC-PH-10001552,2,0.6,12.0,-8.0
2285,2023-10-30,Standard Class,Consumer,United States,New Castle,Indiana,47362,Central,Office Supplies,Appliances,OFF-AP-10002222,7,1.2,72.0,22.0
2286,2023-10-25,First Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Paper,OFF-PA-10003971,3,0.2,2.0,-8.0
2287,2022-07-28,Standard Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Appliances,OFF-AP-10004036,2,0.8,32.0,-8.0
2288,2022-04-06,Second Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,OFF-AP-10002287,5,0.8,16.0,-4.0
2289,2023-06-20,First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Art,OFF-AR-10002375,5,1.0,20.0,0.0
2290,2022-05-12,First Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Tables,FUR-TA-10001950,2,44.5,39605.0,38835.0
2291,2023-07-30,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Technology,Phones,TEC-PH-10001557,3,14.5,4205.0,3975.0
2292,2023-11-18,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,FUR-FU-10002937,6,30.0,18000.0,17500.0
2293,2023-04-28,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,OFF-PA-10001166,2,0.2,2.0,-8.0
2294,2023-01-31,Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10000347,1,0.0,0.0,0.0
2295,2023-07-21,Standard Class,Corporate,United States,Middletown,Connecticut,6457,East,Furniture,Furnishings,FUR-FU-10003708,3,7.2,1296.0,1136.0
2296,2022-12-20,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10002659,4,0.5,5.0,-5.0
2297,2023-05-28,Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10000965,5,10.4,2704.0,2494.0
2298,2022-07-31,Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10001527,1,1.6,64.0,24.0
2299,2022-07-15,Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,TEC-AC-10001838,7,56.0,78400.0,77150.0
2300,2023-05-13,Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10002597,4,20.0,10000.0,9530.0
2301,2022-07-13,Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,OFF-BI-10000756,3,0.2,2.0,-8.0
2302,2023-11-28,Standard Class,Consumer,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,OFF-BI-10000546,4,0.4,4.0,-6.0
2303,2023-04-23,Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Technology,Accessories,TEC-AC-10001142,4,12.8,4096.0,3796.0
2304,2022-07-08,Second Class,Home Office,United States,Roswell,Georgia,30076,South,Furniture,Chairs,FUR-CH-10000785,4,14.4,10368.0,9788.0
2305,2023-10-06,Second Class,Home Office,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,OFF-PA-10000474,3,4.4,484.00000000000006,384.00000000000006
2306,2023-10-02,First Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Bookcases,FUR-BO-10003441,2,5.6,784.0,664.0
2307,2022-10-18,First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10004156,3,1.2,36.0,6.0
2308,2023-09-24,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10001432,5,11.7,4563.0,4213.0
2309,2023-11-22,First Class,Home Office,United States,Peoria,Arizona,85345,West,Furniture,Chairs,FUR-CH-10001394,1,11.2,3136.0,2876.0
2310,2022-12-06,First Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Storage,OFF-ST-10002370,4,1.4,98.0,38.0
2311,2023-07-16,First Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Art,OFF-AR-10002956,5,4.5,405.0,325.0
2312,2022-01-10,First Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Art,OFF-AR-10001955,1,1.0,20.0,0.0
2313,2022-02-04,First Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Storage,OFF-ST-10001809,3,6.6,1452.0,1262.0
2314,2022-03-09,Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Labels,OFF-LA-10004093,2,0.3,3.0,-7.0
2315,2022-06-21,Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Appliances,OFF-AP-10002118,2,8.4,3528.0,3128.0
2316,2023-10-28,Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Binders,OFF-BI-10000404,5,1.6,64.0,34.0
2317,2022-12-24,Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Furniture,Chairs,FUR-CH-10003833,3,3.6,648.0,478.0
2318,2022-03-14,Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Binders,OFF-BI-10002072,7,1.8,108.0,58.0
2319,2023-01-30,Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Technology,Accessories,TEC-AC-10003095,3,11.7,4563.0,4213.0
2320,2023-04-11,First Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Appliances,OFF-AP-10001563,4,9.5,1805.0,1625.0
2321,2023-06-28,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,TEC-AC-10000358,7,13.5,3645.0,3405.0
2322,2023-07-27,Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,OFF-BI-10004492,3,2.7,243.00000000000003,163.00000000000003
2323,2022-06-26,Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,OFF-BI-10001072,4,1.2,72.0,12.0
2324,2023-11-01,Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,OFF-BI-10003707,5,1.6,128.0,68.0
2325,2022-11-18,Second Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,OFF-BI-10000977,12,10.8,3888.0000000000005,3588.0000000000005
2326,2023-11-01,Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10002082,3,4.0,320.0,250.0
2327,2023-06-23,Second Class,Corporate,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10004709,1,1.0,50.0,0.0
2328,2023-10-17,Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10002365,2,0.4,4.0,-6.0
2329,2022-07-19,First Class,Home Office,United States,Fort Collins,Colorado,80525,West,Office Supplies,Envelopes,OFF-EN-10004147,3,0.2,2.0,-8.0
2330,2023-05-11,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10001468,4,16.5,9075.0,8565.0
2331,2022-03-20,Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Storage,OFF-ST-10000642,2,2.0,80.0,40.0
2332,2023-02-19,Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10000380,5,1.2,48.0,18.0
2333,2022-07-27,Standard Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Paper,OFF-PA-10004071,5,11.2,3136.0,2876.0
2334,2023-11-07,Standard Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Paper,OFF-PA-10004971,1,0.4,4.0,-6.0
2335,2023-08-14,Standard Class,Consumer,United States,Clarksville,Tennessee,37042,South,Office Supplies,Appliances,OFF-AP-10000696,6,1.4,98.0,38.0
2336,2022-02-10,Same Day,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Envelopes,OFF-EN-10004030,3,0.5,5.0,-5.0
2337,2023-05-07,Same Day,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Appliances,OFF-AP-10000026,7,12.9,5547.0,5157.0
2338,2023-09-16,Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10003936,4,1.5,45.0,25.0
2339,2022-01-06,Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10004530,4,1.0,50.0,10.0
2340,2022-03-15,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,OFF-AR-10004930,2,0.5,5.0,-5.0
2341,2022-12-07,Standard Class,Consumer,United States,Warner Robins,Georgia,31088,South,Office Supplies,Art,OFF-AR-10004999,7,1.6,64.0,34.0
2342,2022-07-27,First Class,Home Office,United States,Franklin,Massachusetts,2038,East,Furniture,Furnishings,FUR-FU-10002501,5,1.2,72.0,12.0
2343,2023-08-26,First Class,Home Office,United States,Franklin,Massachusetts,2038,East,Technology,Accessories,TEC-AC-10000358,3,3.3,363.0,263.0
2344,2023-09-30,Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,OFF-ST-10004804,3,4.8,576.0,466.0
2345,2023-06-11,Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Appliances,OFF-AP-10001205,9,19.6,9604.0,9214.0
2346,2023-01-21,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Paper,OFF-PA-10000659,5,1.4,98.0,38.0
2347,2022-12-27,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,OFF-BI-10004141,2,0.0,0.0,0.0
2348,2022-09-09,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Tables,FUR-TA-10004619,5,28.0,15680.0,15160.0
2349,2022-09-14,Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,OFF-BI-10004187,6,0.4,4.0,-6.0
2350,2023-04-02,Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,OFF-BI-10000632,2,3.5,245.0,185.0
2351,2023-12-16,Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10003724,2,0.5,5.0,-5.0
2352,2022-06-09,Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,OFF-AP-10002765,3,2.4,192.0,122.0
2353,2022-03-16,Same Day,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Art,OFF-AR-10001868,6,0.2,2.0,-8.0
2354,2022-11-23,First Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Bookcases,FUR-BO-10002545,7,46.5,72075.0,70725.0
2355,2022-02-27,First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10002735,5,5.6,784.0,664.0
2356,2023-10-06,First Class,Corporate,United States,San Francisco,California,94122,West,Technology,Accessories,TEC-AC-10004864,1,1.2,48.0,8.0
2357,2022-04-14,First Class,Corporate,United States,San Francisco,California,94122,West,Technology,Machines,TEC-MA-10000597,3,12.0,2880.0,2690.0
2358,2023-03-28,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,FUR-TA-10003473,7,47.4,74892.0,73452.0
2359,2023-10-08,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,FUR-TA-10001950,4,42.8,45796.0,44896.0
2360,2022-01-23,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,FUR-TA-10004175,3,30.5,18605.0,18105.0
2361,2022-06-19,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10002960,7,0.6,18.0,-12.0
2362,2023-09-02,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,OFF-PA-10000919,4,4.8,768.0,628.0
2363,2022-12-24,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10001553,5,0.3,3.0,-7.0
2364,2023-02-14,Standard Class,Home Office,United States,Waynesboro,Virginia,22980,South,Furniture,Furnishings,FUR-FU-10004864,2,6.5,845.0,735.0
2365,2022-09-26,Standard Class,Home Office,United States,Waynesboro,Virginia,22980,South,Office Supplies,Appliances,OFF-AP-10004540,2,6.4,1024.0,874.0
2366,2022-12-18,Standard Class,Home Office,United States,Waynesboro,Virginia,22980,South,Office Supplies,Binders,OFF-BI-10004965,4,1.0,50.0,10.0
2367,2023-03-23,Second Class,Consumer,United States,Sacramento,California,95823,West,Furniture,Chairs,FUR-CH-10001714,1,6.0,720.0,620.0
2368,2022-03-26,First Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Paper,OFF-PA-10002464,4,0.8,16.0,-4.0
2369,2022-10-29,Standard Class,Corporate,United States,Fairfield,Ohio,45014,East,Furniture,Furnishings,FUR-FU-10002298,6,21.2,11236.0,10766.0
2370,2023-05-07,Standard Class,Corporate,United States,Fairfield,Ohio,45014,East,Office Supplies,Art,OFF-AR-10000315,2,0.0,0.0,0.0
2371,2023-12-20,Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Technology,Accessories,TEC-AC-10004353,4,5.0,1250.0,1050.0
2372,2022-10-05,Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Furnishings,FUR-FU-10004973,8,1.8,108.0,58.0
2373,2022-02-26,Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Fasteners,OFF-FA-10000936,1,0.0,0.0,0.0
2374,2023-02-07,Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Office Supplies,Paper,OFF-PA-10001609,9,1.0,20.0,0.0
2375,2023-02-22,Second Class,Corporate,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,FUR-CH-10000785,2,5.0,1250.0,1030.0
2376,2023-11-24,Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Fasteners,OFF-FA-10000053,3,0.3,3.0,-7.0
2377,2023-08-02,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10001718,4,2.4,192.0,132.0
2378,2023-11-30,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,OFF-SU-10004768,2,0.3,3.0,-7.0
2379,2023-07-30,Standard Class,Home Office,United States,Thousand Oaks,California,91360,West,Office Supplies,Paper,OFF-PA-10003883,5,0.6,18.0,-12.0
2380,2022-12-02,Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Office Supplies,Fasteners,OFF-FA-10004248,2,0.5,5.0,-5.0
2381,2022-09-21,Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Office Supplies,Paper,OFF-PA-10002581,2,1.5,75.0,35.0
2382,2023-02-21,Standard Class,Home Office,United States,Lorain,Ohio,44052,East,Furniture,Furnishings,FUR-FU-10004848,7,1.0,50.0,10.0
2383,2022-10-27,First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Appliances,OFF-AP-10002403,4,3.6,648.0,498.0
2384,2022-04-06,First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Art,OFF-AR-10003087,9,0.4,8.0,-12.0
2385,2023-04-26,First Class,Consumer,United States,Fresno,California,93727,West,Office Supplies,Binders,OFF-BI-10002026,4,7.6,1444.0,1264.0
2386,2022-05-25,First Class,Consumer,United States,Fresno,California,93727,West,Technology,Phones,TEC-PH-10000141,4,6.3,1323.0,1153.0
2387,2023-09-07,First Class,Consumer,United States,Fresno,California,93727,West,Technology,Copiers,TEC-CO-10000971,2,14.4,6912.0,6502.0
2388,2023-08-28,First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Fasteners,OFF-FA-10001229,2,0.5,5.0,-5.0
2389,2023-12-18,First Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Binders,OFF-BI-10002437,2,0.8,16.0,-4.0
2390,2023-05-26,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10004255,1,0.5,5.0,-5.0
